platform,appId,title,store_url,developer,genres,contentRating,price,free,score,reviews,app_type,web_accessible,web_url,login_required,login_methods,age_verification_required,age_verification_method,subscription_required_for_long_chat,all_features_available_without_subscription,subscription_features,subscription_cost,languages_supported
ios,com.cemardaergezer.ChatBot,AI Chat Girlfriend,https://apps.apple.com/us/app/ai-chat-girlfriend/id6446420271?uo=4,FEEL APPS YAZILIM HIZMETLERI SANAYI TICARET LIMITED SIRKETI,"Entertainment, Lifestyle",17+,0,True,4.39522,1045,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),"ar, cs, da, nl, en, fi, fr, de, el, he, hi, it, ja, ko, nb"
ios,com.baller.phoney.boyfriend,Boyfriend Plus - Brett,https://apps.apple.com/us/app/boyfriend-plus-brett/id991709209?uo=4,Angus Cheng,"Games, Roleplaying, Simulation",17+,0,True,3.77922,154,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,"en, fr, de, ja, zh, es"
ios,com.aibestfriend.app,AI Girlfriend - MyGirl,https://apps.apple.com/us/app/ai-girlfriend-mygirl/id6449205857?uo=4,cloudmakerlab pte ltd,"Entertainment, Simulation, Roleplaying, Games",17+,0,True,4.56982,1611,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,"ar, en, fr, de, el, hi, it, ja, ko, pt, ru, es, zh"
ios,com.shapesinc.shapes-inc,shapes.inc - AI with friends,https://apps.apple.com/us/app/shapes-inc-ai-with-friends/id6747601762?uo=4,"Circle Labs, Inc.","Reference, Magazines & Newspapers",12+,0,True,4.44162,197,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
ios,chat.melting.app,Melting - AI Character chat,https://apps.apple.com/us/app/melting-ai-character-chat/id6745810835?uo=4,주식회사 와트니,"Entertainment, Books",12+,0,True,5,14,companion,False,,True,"Apple, email/password",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,"en, fr, ja, ko, es, th, zh, vi"
both,ai.discolabs.waifuchat,WaifuChat: AI Anime Fantasy,https://apps.apple.com/us/app/waifuchat-ai-anime-fantasy/id6448847198?uo=4,Disco Labs LLC,"Games, Roleplaying, Entertainment, Simulation",17+,0,True,4.58818,3402,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
ios,com.newversion.myman,My Man - AI Boyfriend Chat,https://apps.apple.com/us/app/my-man-ai-boyfriend-chat/id6755900894?uo=4,NEW VERSION LIMITED,"Lifestyle, Entertainment",17+,0,True,0,0,companion,False,,True,"Google, email/password",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
ios,com.ai.chatter.love,AI Chatter Love,https://apps.apple.com/us/app/ai-chatter-love/id6474120187?uo=4,GLOBAL MOBILE APPLICATION LIMITED COMPANY,"Entertainment, Lifestyle",17+,0,True,4.59127,252,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
ios,com.aichat.aiGirlFriend,AI Girlfriend - AI GF Chat 18+,https://apps.apple.com/us/app/ai-girlfriend-ai-gf-chat-18/id6502073459?uo=4,AI Chat AI Assistant Ltd,Entertainment,17+,0,True,4.67685,2061,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
ios,com.azimov.otherhalf,Otherhalf AI,https://apps.apple.com/us/app/otherhalf-ai/id6470370773?uo=4,Azimov INC,"Entertainment, Lifestyle",12+,0,True,4.41049,782,companion,False,,True,Apple,False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
ios,com.testa.boybot,BoyBot My Virtual Boyfriend,https://apps.apple.com/us/app/boybot-my-virtual-boyfriend/id1339115133?uo=4,RoboBot Studio,Entertainment,9+,0,True,3.08537,82,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,"ar, en, fr, de, it, ja, ko, pl, pt, ru, zh, es, tr"
ios,com.toon.girlfriendx,GirlfriendX: AI Waifu App,https://apps.apple.com/us/app/girlfriendx-ai-waifu-app/id6670700038?uo=4,Reyadh Redwan Ahmed,"Entertainment, Lifestyle",17+,0,True,4.60975,164,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
ios,com.sf.rubii,Rubii: AI Characters Community,https://apps.apple.com/us/app/rubii-ai-characters-community/id6743956024?uo=4,YoMio Tech Limited.,"Entertainment, Social Networking",12+,0,True,3.86486,37,companion,False,,True,Apple,False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,"en, fr, de, ja, ko, pt, ru, zh, es, th, uk"
ios,com.meteor.aiwaifuswipe,Anime Chat – AI Girlfriend Bot,https://apps.apple.com/us/app/anime-chat-ai-girlfriend-bot/id6472478091?uo=4,Meteor AI Apps & Games,Games,17+,0,True,4.5738,962,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
ios,com.vcharm.app,VCharm - your AI love coach,https://apps.apple.com/us/app/vcharm-your-ai-love-coach/id6748373771?uo=4,Fidan Aksoy,Lifestyle,17+,0,True,3.52294,109,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
ios,xyz.starshine.girlfriend,Muah AI: Dream Companion Chat,https://apps.apple.com/us/app/muah-ai-dream-companion-chat/id6479497772?uo=4,STARSHINE INFINITE TECHNOLOGY LIMITED,"Lifestyle, Entertainment",17+,0,True,4.39804,716,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
ios,com.rosebud.tokkingheads,TokkingHeads AI Magic Avatars,https://apps.apple.com/us/app/tokkingheads-ai-magic-avatars/id1536511845?uo=4,Rosebud AI,"Photo & Video, Entertainment",4+,0,True,4.68727,26278,companion,False,,True,Discord,False,,True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
both,com.namitgupta.ai-girlfriend,Dream AI Companion,https://apps.apple.com/us/app/dream-ai-companion/id6464687205?uo=4,Forwardpath Technologies LLP,"Entertainment, Lifestyle",17+,0,True,4.3328,625,companion,False,,True,Apple,True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
both,com.aiboyfriend.mymate,MyMate: AI Boyfriend Chat,https://apps.apple.com/us/app/mymate-ai-boyfriend-chat/id6756811366?uo=4,kishan kanani,"Lifestyle, Entertainment",17+,0,True,0,0,companion,False,,True,Google,True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
ios,ai.waifu.chat,Waifu AI Anime Girlfriend Chat,https://apps.apple.com/us/app/waifu-ai-anime-girlfriend-chat/id6473601392?uo=4,WEI x AI,"Entertainment, Lifestyle",17+,0,True,4.50806,124,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),"en, fr, de, ja, ko, zh, es"
ios,to.krush.ios,KrushChat AI Girlfriend,https://apps.apple.com/us/app/krushchat-ai-girlfriend/id6741112370?uo=4,Crush,"Lifestyle, Entertainment",17+,0,True,4.64458,166,companion,False,,True,Apple,True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
ios,com.dewy.prod,Dewy: Chat with AI Characters,https://apps.apple.com/us/app/dewy-chat-with-ai-characters/id6755132524?uo=4,"Temerity Labs, Inc.","Entertainment, Lifestyle",17+,0,True,4.37624,101,companion,False,,True,"Apple, Phone, email/password",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
ios,com.makpel.aigirl,AI Girlfriend: Virtual GF Chat,https://apps.apple.com/us/app/ai-girlfriend-virtual-gf-chat/id6587564679?uo=4,Great Development,"Entertainment, Lifestyle",17+,0,True,3.55584,394,companion,False,,True,Apple,True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),"ar, da, nl, en, fr, de, hi, it, ja, pl, pt, ru, es, sv, th"
ios,com.kappsmart.svb,Smart Virtual Boyfriend,https://apps.apple.com/us/app/smart-virtual-boyfriend/id1040224715?uo=4,Ketan Appa,"Lifestyle, Social Networking",12+,0,True,2.28788,66,companion,False,,True,"email/password, Google, Apple",False,,True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
ios,com.ai.anime.chatbot,Winky:Your Personal AI Friends,https://apps.apple.com/us/app/winky-your-personal-ai-friends/id6502935237?uo=4,Appwell Ltd,Entertainment,17+,0,True,4.7877,358,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),"en, de, ja, pt, es"
ios,ai.butterflies.ios,Butterflies - Talk to Real AIs,https://apps.apple.com/us/app/butterflies-talk-to-real-ais/id6471347348?uo=4,"Butterflies AI, Inc.","Social Networking, Entertainment",17+,0,True,4.42025,395,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
ios,rosify.ai.girlfriend.chatting,AI Girlfriend Fantasy - Rosify,https://apps.apple.com/us/app/ai-girlfriend-fantasy-rosify/id6590610877?uo=4,Microloop IT Solutions LLP,Entertainment,17+,0,True,4.39241,79,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
both,com.arclair.lovinn,Lovinn: Real AI Companion,https://apps.apple.com/us/app/lovinn-real-ai-companion/id6756288417?uo=4,Arclair Inc.,"Entertainment, Lifestyle",17+,0,True,0,0,companion,False,,True,Apple,True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,"en, ja, ko"
ios,com.sonidorico.blushed,Blushed - Romance Choices,https://apps.apple.com/us/app/blushed-romance-choices/id6466787923?uo=4,2023 MILOSERVE ENTERPRISES LTD,"Games, Roleplaying, Simulation",17+,0,True,4.82094,11214,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited choices, premium stories, ad-free",$7.99/month,"cs, da, nl, en, fi, fr, de, hu, id, it, ja, ko, nb, pl, pt"
ios,com.elon.chat.base.bot,Mimico  - Ai friend chat,https://apps.apple.com/us/app/mimico-ai-friend-chat/id1672175795?uo=4,MATRIX MOBILE PTE. LTD.,"Entertainment, Lifestyle",17+,0,True,4.37005,481,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,"ar, da, nl, en, fr, de, hi, it, ja, ko, ms, nb, fa, pl, pt"
ios,com.pixelflyapp.milo,Milo – Fun AI Friends,https://apps.apple.com/us/app/milo-fun-ai-friends/id6751944193?uo=4,Pixel Fly Technology,Entertainment,17+,0,True,4.59524,42,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),"en, fr, de, ja, ko, pt, es, zh"
ios,com.meteor.miraimind,MiraiMind -- Your AI Soulmate.,https://apps.apple.com/us/app/miraimind-your-ai-soulmate/id6502377840?uo=4,"HELLO GROUP JAPAN CO., LTD.",Entertainment,17+,0,True,3.92121,165,companion,False,,True,"Discord, Twitter, email/password",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),"en, fr, de, id, ja, ko, ms, ru, zh, es, th, vi"
ios,com.chat.gf.aigm,iDating - Cute AI Girlfriend,https://apps.apple.com/us/app/idating-cute-ai-girlfriend/id6478379861?uo=4,涛 夏,"Entertainment, Utilities",17+,0,True,4.28205,39,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,"en, zh"
ios,com.aichat.yourloverai.ailoveryour,Your Lover AI,https://apps.apple.com/us/app/your-lover-ai/id6504508706?uo=4,欣 翁,Entertainment,17+,0,True,3.8,10,companion,False,,True,Apple,True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
ios,com.temkateam.girlai,AI Girlfriend: Virtual Fantasy,https://apps.apple.com/us/app/ai-girlfriend-virtual-fantasy/id6746406662?uo=4,Andrei Kazimir,"Entertainment, Lifestyle",17+,0,True,4.34694,98,companion,False,,True,Google,True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
both,dev.com.tryimpel.digi.Digi,Dippy-AI Characters & Roleplay,https://apps.apple.com/us/app/dippy-ai-characters-roleplay/id6471991500?uo=4,Impel Intelligence,"Entertainment, Social Networking",17+,0,True,4.32032,2101,companion,True,https://dippy.ai,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, advanced characters, voice",$12.99/month,en
ios,com.aichatbot.aigirlfriend,Spicy Chat AI - AI Roleplay,https://apps.apple.com/us/app/spicy-chat-ai-ai-roleplay/id6736992543?uo=4,炜 刘,"Entertainment, Social Networking",17+,0,True,4.26667,375,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",$69.99/month,"cs, da, nl, en, fi, fr, de, he, hi, hu, id, it, ja, ko, ms"
ios,bf.com.wga,Boyfriend Simulator,https://apps.apple.com/us/app/boyfriend-simulator/id6761436607?uo=4,WhatsGoodApps LLC,Lifestyle,17+,0,True,5,1,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
ios,app.mediocre.yano,Yano AI- Bring my Favs to Life,https://apps.apple.com/us/app/yano-ai-bring-my-favs-to-life/id6504273866?uo=4,Shanghai Jiyou Information Technology Service Center,"Lifestyle, Entertainment",17+,0,True,3.7,40,companion,False,,True,Apple,True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
ios,com.persona.pair,Lovity: Chat & Create AI Mate,https://apps.apple.com/us/app/lovity-chat-create-ai-mate/id6670345052?uo=4,Michael Cohen,Entertainment,17+,0,True,4.43269,104,companion,False,,True,Google,True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),en
both,com.cerasus.aiexperts,Chatty: AI Roleplay Characters,https://apps.apple.com/us/app/chatty-ai-roleplay-characters/id6447880524?uo=4,Cerasus Teknoloji ve Reklam Hizmetleri Anonim Sirketi,Productivity,17+,0,True,3.43243,37,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",varies (in-app purchases),"ar, en"
ios,com.isetai.justmet,JustMet: Character AI Chat,https://apps.apple.com/us/app/justmet-character-ai-chat/id6596754793?uo=4,volkan iset,"Lifestyle, Entertainment",17+,0,True,4.51613,93,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
ios,spicy.chat.ai.cha,Spicychat AI: Roleplay Chat GF,https://apps.apple.com/us/app/spicychat-ai-roleplay-chat-gf/id6754952278?uo=4,"Chengdu Qizhixu Technology Co., Ltd","Social Networking, Entertainment",17+,0,True,4.52055,438,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
ios,com.dengzhiren.lovyn,Lovyn - AI You'll Love,https://apps.apple.com/us/app/lovyn-ai-youll-love/id6755194370?uo=4,"Hongkong Zcong Trading Co., Limited",Lifestyle,17+,0,True,3.34921,63,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,"en, fr, de, it, ja, ko, pt, es"
ios,com.yukichat.aiao,Yuki: AI Friends Chat,https://apps.apple.com/us/app/yuki-ai-friends-chat/id6760740243?uo=4,AI Girlfriend & Boyfriend Chat LLC,Entertainment,17+,0,True,5,2,companion,False,,True,"email/password, Google, Apple",True,self-declaration (date of birth),True,False,"Premium: unlimited messages, voice, exclusive content",Free,en
